MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-652464,652464,16005464,NULL,NULL,NULL,39,NULL,NULL,1,כן,2660,"הדרור 39,יבנה",מרכז,"חיזוק מבנה במסגרת תמא 38 הכולל בניית ממדים ומרפסות לדירות הקיימות וכן תוספת 20 יחד חדשות. תיאור הבניה הקיימת:  32 יחד בשני מבנים זהים צמודים בני 4 קומות וקומת עמודים מפולשת כא. תיאור התוספת המבוקשת:  תוספת 20 יחד חדשות על גג המבנה הקיים (בשתיים וחצי קומות) תוך חיזוק המבנה הקיים נגד רעידות אדמה לפי תמא 38. כמו כן תוספת ממדים ומרפסות לדירות הקיימות, כמו גם מעלית וחניה מסודרת. מיקום התוספת:  על הגג",NULL,"תמ""א - חיזוק ועיבוי",הדרור,2660,NULL,2021,NULL,NULL,  הגשת בקשה להיתר,NULL,32,52,NULL,20,NULL,"תמ""א",יבנה,2021-05-31,NULL,NULL
16-647328,647328,16005978,NULL,NULL,NULL,58,NULL,NULL,NULL,כן,2660,"הדרור 58,יבנה",מרכז,NULL,NULL,NULL,הדרור,2660,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",יבנה,NULL,NULL,NULL
16-651668,651668,16006885,NULL,81.25,26,28,NULL,NULL,NULL,כן,2660,"הדרור 28,יבנה",מרכז,"חיזוק מבנה קיים לפי הוראות תמא 38 תיאור הבניה הקיימת:  צמד מבנים צמודים בני 4 קומות + ק' עמודים, 8 יחד בכל קומה. סהכ 32 יחד במבנה טרומי. תיאור התוספת המבוקשת:  תוספת של 28 יחד חדשות בהתאם להוראות תמא 38 (כולל 8 דירות על פי תבע מס' 404-0769760 מיקום התוספת:  על הגג",NULL,"תמ""א - חיזוק ועיבוי",הדרור,2660,NULL,2021,NULL,NULL,  הגשת בקשה להיתר,NULL,32,60,32,28,נח רפפורט (1990),"תמ""א",יבנה,2021-06-13,NULL,NULL
16-649561,649561,16007215,NULL,NULL,NULL,5,NULL,NULL,2,כן,2660,"העצמאות, שד' 5,יבנה",מרכז,תמא 38: תוספת של שתיים וחצי קומות מעל מבנה בעל קומת עמודים וארבע קומות. תוספת של 21 יחד ל-24 יחד קיימות.,NULL,"תמ""א - חיזוק ועיבוי","העצמאות, שד'",2660,NULL,2019,NULL,NULL,  הגשת בקשה להיתר,NULL,24,45,NULL,21,NULL,"תמ""א",יבנה,2019-08-15,NULL,NULL
16-651667,651667,16007747,NULL,NULL,NULL,7,NULL,NULL,NULL,כן,2660,"הלילך 7,יבנה",מרכז,"הבקשה לפי תמא 38 חיזוק ותוספות. חיזוק ותוספת 2.5 ק. למבנה בן 3 ק. מעל ק. עמודים,   סהכ 12 יחד קיימות.  סגירה ק.ק קיימת עבור 4 דירות, לובי, מחסנים וטכני לדיירי הבניין.  תוספת 10 דירות ב 2.5 קומות , סהכ תוספת 14 יחד . סהכ לאחר החיזוק יהיה הבניין 6 קומות מעל קומת קרקע , סהכ 26 יחד.",NULL,"תמ""א - חיזוק ועיבוי",הלילך,2660,NULL,2021,NULL,NULL,  הגשת בקשה להיתר,NULL,12,26,NULL,14,NULL,"תמ""א",יבנה,2021-06-17,NULL,NULL
16-651669,651669,16007748,NULL,NULL,NULL,41,NULL,NULL,NULL,כן,2660,"הדרור 41,יבנה",מרכז,NULL,NULL,NULL,הדרור,2660,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",יבנה,NULL,NULL,NULL
16-652465,652465,16007792,NULL,NULL,NULL,40,NULL,NULL,NULL,כן,2660,"הדרור 40,יבנה",מרכז,NULL,NULL,NULL,הדרור,2660,NULL,NULL,NULL,NULL,    הגשת בקשה למידע,NULL,NULL,NULL,NULL,NULL,NULL,"תמ""א",יבנה,NULL,NULL,NULL
16-653163,653163,16008287,NULL,NULL,NULL,35,NULL,NULL,NULL,כן,2660,"הדרור 35,יבנה",מרכז,"חיזוק בנין מגורים קיים בן 32 יחד עפי הנחיות תמא 38,הכולל תוספת 2.5 קומות +סגירת קומת עמודים-הוספת של 26 יחד הכוללות ממד ומרפסת-סהכ 58 יחד.",NULL,"תמ""א - חיזוק ועיבוי",הדרור,2660,NULL,2021,NULL,NULL,  הגשת בקשה להיתר,NULL,32,58,NULL,26,NULL,"תמ""א",יבנה,2021-10-07,NULL,NULL
16-653855,653855,16009541,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,2660,"הדרור 12,יבנה",מרכז,"חיזוק בנין מגורים קיים בן 16יחד ב- 4 קומות מעל קומת  עמודים לפי הנחיות תמא 38 הכולל תוספת 2.5 קומות,סגירת קומת עמודים מפולשת ,כולל תוספת 3 יחד בקומת קרקע +10 יחד בקומות עליונות-סהכ הוספת 13 יחד הכוללות ממד ומרפסת. סהכקיים ומוצע  29 יחד",NULL,"תמ""א - חיזוק ועיבוי",הדרור,2660,NULL,2022,NULL,NULL,  הגשת בקשה להיתר,NULL,16,29,NULL,13,NULL,"תמ""א",יבנה,2022-06-08,NULL,NULL
16-648416,648416,16002412,NULL,NULL,NULL,68,NULL,NULL,NULL,לא,0,"שד'  תל  חי 68,קריית שמונה",צפון,"הריסת 12 חד""ב קיימים ובנייתם מחדש באותו המקום בכל הקומות. הריסת חד""ב ובנייתו מחדש +חיזוק מבנה קיים.",NULL,"תמ""א - חיזוק ועיבוי",שד'  תל  חי,2800,NULL,2007,2008,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2007-12-31,2008-03-20,NULL
16-647329,647329,16007115,NULL,NULL,NULL,5,NULL,NULL,5,לא,0,"הגלעד 5,קריית שמונה",צפון,חיזוק המבנה ללא תוספת שטח,NULL,"תמ""א - חיזוק ועיבוי",הגלעד,2800,NULL,2008,2009,2021,אכלוס,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2008-11-30,2009-05-21,2021-06-26
16-653799,653799,16008308,NULL,NULL,NULL,26,NULL,NULL,NULL,לא,0,"יהודה הלוי 26,קריית שמונה",צפון,"חיזוק מבנה לפי תמ""א 38 ותוספת לדירה קיימת בשטח של: 53.96 מ""ר.",NULL,"תמ""א - חיזוק ועיבוי",יהודה הלוי,2800,NULL,2010,2011,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2010-03-22,2011-03-25,NULL
16-648626,648626,16002426,NULL,NULL,NULL,4,NULL,NULL,10,לא,0,"יהודה הלוי 4,קריית שמונה",צפון,חיזוק מבנה,NULL,"תמ""א - חיזוק ועיבוי",יהודה הלוי,2800,NULL,2012,2013,NULL, היתר,NULL,16,16,NULL,0,NULL,"תמ""א",קרית שמונה,2012-08-22,2013-01-15,NULL
16-648404,648404,16008085,NULL,NULL,NULL,7,NULL,NULL,7,לא,0,"הר  הצופים 7,קריית שמונה",צפון,"חיזוק מבנה לפי תמ""א 38",NULL,"תמ""א - חיזוק ועיבוי",הר  הצופים,2800,NULL,2013,2013,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2013-05-25,2013-11-24,NULL
16-648625,648625,16009228,NULL,NULL,NULL,2,NULL,NULL,7,לא,0,"יהודה הלוי 2,קריית שמונה",צפון,חיזוק מבנה,NULL,"תמ""א - חיזוק ועיבוי",יהודה הלוי,2800,NULL,2012,2013,NULL, היתר,NULL,16,16,NULL,0,NULL,"תמ""א",קרית שמונה,2012-08-22,2013-01-15,NULL
16-648411,648411,16001550,NULL,NULL,NULL,5,NULL,NULL,10,לא,0,"שפרינצ'ק 5,קריית שמונה",צפון,"ותוספת מרפסות חיזוק המבנה נגד רעידות אדמה ע""י עיבוי קירות ובניית קורות, סגירת חלק מקומת עמודים מפולשת למבואה",NULL,"תמ""א - חיזוק ועיבוי",שפרינצ'ק,2800,NULL,2017,2018,2019,אכלוס,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2017-01-25,2018-02-05,2019-12-05
16-648412,648412,16001551,NULL,NULL,NULL,7,NULL,NULL,10,לא,0,"שפרינצ'ק 7,קריית שמונה",צפון,"חיזוק המבנה נגד רעידות אדמה ע""י עיבוי קירות ובניית קורות, ללא תוספת שטחים",NULL,"תמ""א - חיזוק ועיבוי",שפרינצ'ק,2800,NULL,2017,2018,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2017-01-25,2018-02-05,NULL
16-648410,648410,16002410,NULL,NULL,NULL,3,NULL,NULL,10,לא,0,"שפרינצ'ק 3,קריית שמונה",צפון,"חיזוק המבנה נגד רעידות אדמה ע""י עיבוי קירות ובניית קורות, ללא תוספת שטחים",NULL,"תמ""א - חיזוק ועיבוי",שפרינצ'ק,2800,NULL,2017,2018,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2017-02-12,2018-02-05,NULL
16-648409,648409,16007192,NULL,NULL,NULL,14,NULL,NULL,9,לא,0,"יצחק  שדה 14,קריית שמונה",צפון,"חיזוק מבנים לרעידת אדמה-הריסה חדפ""ים ובניה חדפי""ם חדשים +סגירת קומת מפולשת",NULL,"תמ""א - הריסה ובנייה מחדש",יצחק  שדה,2800,NULL,2016,2018,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2016-08-15,2018-04-22,NULL
16-648413,648413,16008086,NULL,NULL,NULL,9,NULL,NULL,10,לא,0,"שפרינצ'ק 9,קריית שמונה",צפון,"ותוספת מרפסות חיזוק המבנה נגד רעידות אדמה ע""י עיבוי קירות ובניית קורות, סגירת חלק מקומת עמודים מפולשת למבואה",NULL,"תמ""א - חיזוק ועיבוי",שפרינצ'ק,2800,NULL,2017,2018,2019,אכלוס,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2017-01-25,2018-02-05,2019-12-05
16-648405,648405,16002409,NULL,NULL,NULL,11,NULL,NULL,NULL,לא,0,"הלבנון 11,קריית שמונה",צפון,"(א) פרק ב' סעיף 11.1.4 ב' ג' ( הרחבת קומות קיימות בבניין) וכן סעיף 11.1.3 ( קומה חלקית חיזוק מבנה- הרחבת קומות בבניין קיים והוספת מעטפת חיזוק בהתאם לתמ""א 38 תיקון 3 על הגג) בהתאם לנספח 1 לתמ""א ( תוספת אגף למבנה קיים)",NULL,"תמ""א - חיזוק ועיבוי",הלבנון,2800,NULL,2017,2021,NULL, היתר,NULL,4,11,NULL,7,NULL,"תמ""א",קרית שמונה,2017-11-29,2021-02-16,NULL
16-655222,655222,4006089,NULL,NULL,NULL,26,NULL,NULL,NULL,לא,0,"יהודה  הלוי 26,קריית שמונה",צפון,"חיזוק מבנה לפי תמ""א 38 ותוספת לדירה קיימת בשטח של: 53.96 מ""ר.",NULL,"תמ""א - חיזוק ועיבוי",יהודה  הלוי,2800,NULL,2010,NULL,NULL,  הגשת בקשה להיתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2010-03-22,NULL,NULL
16-655227,655227,4006090,NULL,NULL,NULL,15,NULL,NULL,NULL,לא,0,"הבנים 15,קריית שמונה",צפון,"בקשה לתוספת ולחיזוק מבנה ע""פ תמ""א 38 ותוספת שטח בקומה נוספת תוספת למבנה קיים בשטח כולל של: 222.55 מ""ר.",NULL,"תמ""א - חיזוק ועיבוי",הבנים,2800,NULL,2010,NULL,NULL,  הגשת בקשה להיתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2010-05-31,NULL,NULL
16-648415,648415,16002411,NULL,NULL,NULL,5,NULL,NULL,12,לא,0,"קרן  היסוד 5,קריית שמונה",צפון,חיזוק מבנים לרעידות אדמה,NULL,"תמ""א - חיזוק ועיבוי",קרן  היסוד,2800,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2016-08-17,NULL,NULL
16-652082,652082,16006908,NULL,NULL,NULL,7,NULL,NULL,5,לא,0,"קרן  היסוד 7,קריית שמונה",צפון,חיזוק מבנה לרעידות אדמה,NULL,"תמ""א - חיזוק ועיבוי",קרן  היסוד,2800,NULL,2012,NULL,NULL,  הגשת בקשה להיתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2012-07-03,NULL,NULL
16-653798,653798,16007945,NULL,NULL,NULL,15,NULL,NULL,NULL,לא,0,"הבנים 15,קריית שמונה",צפון,"בקשה לתוספת ולחיזוק מבנה ע""פ תמ""א 38 ותוספת שטח בקומה נוספת תוספת למבנה קיים בשטח כולל של: 222.55 מ""ר.",NULL,"תמ""א - חיזוק ועיבוי",הבנים,2800,NULL,2010,NULL,NULL,  הגשת בקשה להיתר,NULL,0,0,NULL,0,NULL,"תמ""א",קרית שמונה,2010-05-31,NULL,NULL
16-641634,641634,16001668,NULL,NULL,NULL,24,NULL,NULL,NULL,כן,3000,"כובשי קטמון 24,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",כובשי קטמון,3000,NULL,2008,2011,2015,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2008-08-19,2011-06-29,2015-03-08
16-641525,641525,16000067,NULL,NULL,NULL,17,NULL,NULL,NULL,כן,3000,"רד""ק 17,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי","רד""ק",3000,NULL,2009,2012,2016,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2009-01-12,2012-07-17,2016-01-12
16-641631,641631,16000081,NULL,NULL,NULL,16,NULL,NULL,NULL,כן,3000,"השיירות 16,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",השיירות,3000,NULL,2010,2012,NULL, היתר,NULL,4,5,NULL,1,NULL,"תמ""א",ירושלים,2010-08-01,2012-03-12,NULL
16-641495,641495,16001649,NULL,NULL,NULL,6,NULL,NULL,NULL,כן,3000,"בן סירא 6,ירושלים",ירושלים,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",בן סירא,3000,NULL,2011,2012,NULL, היתר,NULL,0,6,NULL,6,NULL,"תמ""א",ירושלים,2011-05-08,2012-08-05,NULL
16-641570,641570,16001663,NULL,NULL,NULL,16,NULL,NULL,NULL,כן,3000,"נוף הרים 16,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",נוף הרים,3000,NULL,2012,2012,2014,אכלוס,NULL,4,5,NULL,1,NULL,"תמ""א",ירושלים,2012-03-12,2012-12-25,2014-11-20
16-641673,641673,16001675,NULL,NULL,NULL,13,NULL,NULL,NULL,כן,3000,"שמשון 13,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",שמשון,3000,NULL,2010,2012,2016,אכלוס,NULL,16,18,NULL,2,NULL,"תמ""א",ירושלים,2010-06-10,2012-12-13,2016-02-01
16-641521,641521,16001801,NULL,NULL,NULL,31,NULL,NULL,NULL,כן,3000,"שד בן מימון (הרמב""ם) 31,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי","שד בן מימון (הרמב""ם)",3000,NULL,2011,2012,2014,אכלוס,NULL,1,4,NULL,3,NULL,"תמ""א",ירושלים,2011-11-06,2012-08-27,2014-03-04
16-641552,641552,16002095,NULL,NULL,NULL,9,NULL,NULL,NULL,כן,3000,"הארזים 9,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",הארזים,3000,NULL,2011,2012,2014,אכלוס,NULL,12,18,NULL,6,NULL,"תמ""א",ירושלים,2011-12-04,2012-09-27,2014-08-19
16-641655,641655,16000085,NULL,NULL,NULL,15,NULL,NULL,NULL,כן,3000,"חנוך אלבק 15,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",חנוך אלבק,3000,NULL,2012,2013,2018,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2012-03-12,2013-07-07,2018-02-13
16-641629,641629,16000219,NULL,NULL,NULL,17,NULL,NULL,NULL,כן,3000,"הלה 17,ירושלים",ירושלים,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",הלה,3000,NULL,2012,2013,2015,אכלוס,NULL,12,18,NULL,6,NULL,"תמ""א",ירושלים,2012-11-21,2013-11-04,2015-12-22
16-641546,641546,16002656,NULL,NULL,NULL,3,NULL,NULL,NULL,כן,3000,"שד המאירי 3,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",שד המאירי,3000,NULL,2009,2013,NULL, היתר,NULL,0,0,NULL,0,NULL,"תמ""א",ירושלים,2009-07-08,2013-07-14,NULL
16-641535,641535,16000070,NULL,NULL,NULL,2,NULL,NULL,NULL,כן,3000,"האור 2,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",האור,3000,NULL,2010,2014,NULL, היתר,NULL,1,2,NULL,1,NULL,"תמ""א",ירושלים,2010-04-12,2014-02-03,NULL
16-641539,641539,16001656,NULL,NULL,NULL,14,NULL,NULL,NULL,כן,3000,"ימין אבות 14,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",ימין אבות,3000,NULL,2012,2014,2015,אכלוס,NULL,8,10,NULL,2,NULL,"תמ""א",ירושלים,2012-12-27,2014-02-13,2015-06-25
16-641652,641652,16001813,NULL,NULL,NULL,1,NULL,NULL,NULL,כן,3000,"מרדכי כספי 1,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",מרדכי כספי,3000,NULL,2013,2014,2018,אכלוס,NULL,6,10,NULL,4,NULL,"תמ""א",ירושלים,2013-08-29,2014-09-22,2018-12-04
16-641551,641551,16001942,NULL,NULL,NULL,16,NULL,NULL,NULL,כן,3000,"בית הכרם 16,ירושלים",ירושלים,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",בית הכרם,3000,NULL,2013,2014,2016,אכלוס,NULL,6,15,NULL,9,NULL,"תמ""א",ירושלים,2013-08-21,2014-11-26,2016-11-21
16-641612,641612,16002108,NULL,NULL,NULL,35,NULL,NULL,NULL,כן,3000,"שמעוני דוד 35,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",שמעוני דוד,3000,NULL,2013,2014,NULL, היתר,NULL,8,10,NULL,2,NULL,"תמ""א",ירושלים,2013-01-28,2014-01-09,NULL
16-641640,641640,16002235,NULL,NULL,NULL,63,NULL,NULL,NULL,כן,3000,"הפלמח 63,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",הפלמח,3000,NULL,2013,2014,2017,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2013-11-24,2014-11-24,2017-05-07
16-641478,641478,16000061,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,3000,"חגי 22,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",חגי,3000,NULL,2014,2015,2019,אכלוס,NULL,0,0,NULL,0,NULL,"תמ""א",ירושלים,2014-05-25,2015-10-19,2019-06-26
16-641672,641672,16000088,NULL,NULL,NULL,3,NULL,NULL,NULL,כן,3000,"גדליה 3,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",גדליה,3000,NULL,2014,2015,2018,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2014-02-10,2015-11-16,2018-07-17
16-641481,641481,16000201,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,3000,"עובדיה 18,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",עובדיה,3000,NULL,2013,2015,2017,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2013-12-02,2015-05-25,2017-07-04
16-641547,641547,16001657,NULL,NULL,NULL,131,NULL,NULL,NULL,כן,3000,"שדרות הרצל 131,ירושלים",ירושלים,NULL,NULL,"תמ""א - הריסה ובנייה מחדש",שדרות הרצל,3000,NULL,2014,2015,2017,אכלוס,NULL,6,8,NULL,2,NULL,"תמ""א",ירושלים,2014-02-12,2015-06-22,2017-04-19
16-641600,641600,16001666,NULL,NULL,NULL,5,NULL,NULL,NULL,כן,3000,"ריש לקיש 5,ירושלים",ירושלים,NULL,NULL,"תמ""א - חיזוק ועיבוי",ריש לקיש,3000,NULL,2013,2015,2018,אכלוס,NULL,8,10,NULL,2,NULL,"תמ""א",ירושלים,2013-07-22,2015-05-04,2018-11-13
